ensembl_gene_id	hsapiens_homolog_ensembl_gene	external_gene_name
ENSRNOG00000000043	ENSG00000127415	Idua
ENSRNOG00000064119	ENSG00000126953	Timm8a1
ENSRNOG00000064057	ENSG00000233041	
ENSRNOG00000016891	ENSG00000087206	Uimc1
ENSRNOG00000057485	ENSG00000264452	LOC120099065
ENSRNOG00000035629	ENSG00000208037	Mir320a
ENSRNOG00000011560	ENSG00000104643	Mtmr9
ENSRNOG00000014538	ENSG00000130045	Nxnl2
ENSRNOG00000003163	ENSG00000143252	Sdhc
ENSRNOG00000007442	ENSG00000138629	Ubl7
ENSRNOG00000022283	ENSG00000197753	Lhfpl5
ENSRNOG00000024420	ENSG00000154920	Eme1
ENSRNOG00000023538	ENSG00000112294	Aldh5a1
ENSRNOG00000066538	ENSG00000211803	
ENSRNOG00000000581	ENSG00000168438	Cdc40
ENSRNOG00000002129	ENSG00000197147	Lrrc8b
ENSRNOG00000052354	ENSG00000165801	Arhgef40
ENSRNOG00000023509	ENSG00000185950	Irs2
ENSRNOG00000030245	ENSG00000183597	Tango2
ENSRNOG00000010597	ENSG00000115665	Slc5a7
ENSRNOG00000035649	ENSG00000283705	Mir92a1
ENSRNOG00000022166	ENSG00000101935	Ammecr1
ENSRNOG00000004090	ENSG00000126457	LOC100361025
ENSRNOG00000020670	ENSG00000164053	Atrip
ENSRNOG00000007218	ENSG00000164406	Leap2
ENSRNOG00000011492	ENSG00000196757	LOC108348302
ENSRNOG00000065769	ENSG00000211810	
ENSRNOG00000038760	ENSG00000232948	Defb41
ENSRNOG00000038760	ENSG00000233050	Defb41
ENSRNOG00000010984	ENSG00000122359	Anxa11
ENSRNOG00000027088	ENSG00000078140	Ube2k
ENSRNOG00000018266	ENSG00000213901	Slc23a3
ENSRNOG00000001989	ENSG00000170017	Alcam
ENSRNOG00000035657	ENSG00000284536	Mir17
ENSRNOG00000013742	ENSG00000133424	Large1
ENSRNOG00000001156	ENSG00000135097	Msi1
ENSRNOG00000015886	ENSG00000158158	Cnnm4
ENSRNOG00000020151	ENSG00000039068	Cdh1
ENSRNOG00000071153	ENSG00000119801	
ENSRNOG00000003228	ENSG00000165175	Mid1ip1
ENSRNOG00000065401	ENSG00000211812	Trav21-dv12
ENSRNOG00000002667	ENSG00000058085	Lamc2
ENSRNOG00000005203	ENSG00000132432	Sec61g
ENSRNOG00000032729	ENSG00000133169	Bex1
ENSRNOG00000032729	ENSG00000133134	Bex1
ENSRNOG00000030443	ENSG00000123595	Rab9a
ENSRNOG00000068579	ENSG00000278633	LOC102555091
ENSRNOG00000068579	ENSG00000276017	LOC102555091
ENSRNOG00000012808	ENSG00000182087	Tmem259
ENSRNOG00000057966	ENSG00000248771	Smim31
ENSRNOG00000051927	ENSG00000283551	Snord98
ENSRNOG00000002244	ENSG00000134853	Pdgfra
ENSRNOG00000001040	ENSG00000122512	Pms2
ENSRNOG00000002790	ENSG00000131269	Abcb7
ENSRNOG00000045961	ENSG00000186687	Lyrm7
ENSRNOG00000057125	ENSG00000204580	Ddr1
ENSRNOG00000068621	ENSG00000211813	LOC108353026
ENSRNOG00000025503	ENSG00000166558	Slc38a8
ENSRNOG00000010794	ENSG00000105339	Dennd3
ENSRNOG00000050690	ENSG00000278570	Nr2e3
ENSRNOG00000019651	ENSG00000124067	Slc12a4
ENSRNOG00000013806	ENSG00000168303	Mplkip
ENSRNOG00000003740	ENSG00000143167	Gpa33
ENSRNOG00000018325	ENSG00000115649	Cnppd1
ENSRNOG00000019955	ENSG00000197444	Ogdhl
ENSRNOG00000004869	ENSG00000126733	Dach2
ENSRNOG00000026207	ENSG00000117335	RGD1559810
ENSRNOG00000019791	ENSG00000116991	Sipa1l2
ENSRNOG00000011913	ENSG00000047457	Cp
ENSRNOG00000059010	ENSG00000178222	Rnf212
ENSRNOG00000011316	ENSG00000154319	Fam167a
ENSRNOG00000031138	ENSG00000237693	Irgm
ENSRNOG00000023026	ENSG00000204923	Fbxo48
ENSRNOG00000000041	ENSG00000145217	Slc26a1
ENSRNOG00000001349	ENSG00000166508	Mcm7
ENSRNOG00000002754	ENSG00000109321	Areg
ENSRNOG00000033433	ENSG00000144655	Csrnp1
ENSRNOG00000027309	ENSG00000283378	Cntnap3
ENSRNOG00000027309	ENSG00000154529	Cntnap3
ENSRNOG00000027309	ENSG00000106714	Cntnap3
ENSRNOG00000042580	ENSG00000196757	Zfp866
ENSRNOG00000019159	ENSG00000176049	Jakmip2
ENSRNOG00000002864	ENSG00000160877	Nacc1
ENSRNOG00000002487	ENSG00000076770	Mbnl3
ENSRNOG00000068380	ENSG00000135801	
ENSRNOG00000066946	ENSG00000211818	
ENSRNOG00000000517	ENSG00000112078	Kctd20
ENSRNOG00000068304	ENSG00000212579	LOC120097272
ENSRNOG00000068304	ENSG00000208308	LOC120097272
ENSRNOG00000068304	ENSG00000212266	LOC120097272
ENSRNOG00000068304	ENSG00000210825	LOC120097272
ENSRNOG00000068304	ENSG00000273499	LOC120097272
ENSRNOG00000068304	ENSG00000212273	LOC120097272
ENSRNOG00000068304	ENSG00000252352	LOC120097272
ENSRNOG00000068304	ENSG00000212363	LOC120097272
ENSRNOG00000068304	ENSG00000212149	LOC120097272
ENSRNOG00000068304	ENSG00000212134	LOC120097272
ENSRNOG00000068304	ENSG00000212455	LOC120097272
ENSRNOG00000068304	ENSG00000212587	LOC120097272
ENSRNOG00000068304	ENSG00000222966	LOC120097272
ENSRNOG00000068304	ENSG00000252188	LOC120097272
ENSRNOG00000068304	ENSG00000274458	LOC120097272
ENSRNOG00000028089	ENSG00000173627	Apobec4
ENSRNOG00000031593	ENSG00000187556	Nanos3
ENSRNOG00000006569	ENSG00000105855	Itgb8
ENSRNOG00000049856	ENSG00000171970	Zfp617
ENSRNOG00000030515	ENSG00000163531	Nfasc
ENSRNOG00000020772	ENSG00000067596	Dhx8
ENSRNOG00000015546	ENSG00000141428	MGC116121
ENSRNOG00000046326	ENSG00000183638	Rp1l1
ENSRNOG00000053941	ENSG00000200072	LOC120097215
ENSRNOG00000014107	ENSG00000126861	Omg
ENSRNOG00000001662	ENSG00000157540	Dyrk1a
ENSRNOG00000003229	ENSG00000156298	Tspan7
ENSRNOG00000032101	ENSG00000114487	Morc1
ENSRNOG00000004330	ENSG00000101938	Chrdl1
ENSRNOG00000011762	ENSG00000120690	Elf1
ENSRNOG00000010155	ENSG00000078674	Pcm1
ENSRNOG00000015621	ENSG00000147548	Nsd3
ENSRNOG00000065679	ENSG00000211829	
ENSRNOG00000057533	ENSG00000206760	LOC120098349
ENSRNOG00000012181	ENSG00000175445	Lpl
ENSRNOG00000000564	ENSG00000166220	Tbata
ENSRNOG00000017084	ENSG00000176387	Hsd11b2
ENSRNOG00000046494	ENSG00000214688	LOC100361018
ENSRNOG00000067899	ENSG00000239810	Pramef20-ps1
ENSRNOG00000067899	ENSG00000204501	Pramef20-ps1
ENSRNOG00000067899	ENSG00000229571	Pramef20-ps1
ENSRNOG00000067899	ENSG00000187545	Pramef20-ps1
ENSRNOG00000067899	ENSG00000243073	Pramef20-ps1
ENSRNOG00000067899	ENSG00000270601	Pramef20-ps1
ENSRNOG00000067899	ENSG00000279804	Pramef20-ps1
ENSRNOG00000067899	ENSG00000116721	Pramef20-ps1
ENSRNOG00000067899	ENSG00000279169	Pramef20-ps1
ENSRNOG00000067899	ENSG00000204505	Pramef20-ps1
ENSRNOG00000067899	ENSG00000204480	Pramef20-ps1
ENSRNOG00000067899	ENSG00000280267	Pramef20-ps1
ENSRNOG00000067899	ENSG00000204481	Pramef20-ps1
ENSRNOG00000067899	ENSG00000204510	Pramef20-ps1
ENSRNOG00000067899	ENSG00000120952	Pramef20-ps1
ENSRNOG00000067899	ENSG00000116726	Pramef20-ps1
ENSRNOG00000067899	ENSG00000237700	Pramef20-ps1
ENSRNOG00000067899	ENSG00000182330	Pramef20-ps1
ENSRNOG00000067899	ENSG00000274764	Pramef20-ps1
ENSRNOG00000067899	ENSG00000204479	Pramef20-ps1
ENSRNOG00000067899	ENSG00000232423	Pramef20-ps1
ENSRNOG00000067899	ENSG00000204478	Pramef20-ps1
ENSRNOG00000010951	ENSG00000091317	Cmtm6
ENSRNOG00000016225	ENSG00000127084	Fgd3
ENSRNOG00000012167	ENSG00000151615	Pou4f2
ENSRNOG00000024112	ENSG00000145214	Dgkq
ENSRNOG00000001859	ENSG00000128228	Sdf2l1
ENSRNOG00000001170	ENSG00000111775	Cox6a1
ENSRNOG00000047931	ENSG00000154620	Tmsb4x
ENSRNOG00000033109	ENSG00000256590	AC097037.1
ENSRNOG00000014149	ENSG00000164128	Npy1r
ENSRNOG00000002154	ENSG00000152595	Mepe
ENSRNOG00000021425	ENSG00000170613	Garin3
ENSRNOG00000001044	ENSG00000106305	Aimp2
ENSRNOG00000014231	ENSG00000168081	Pnoc
ENSRNOG00000017133	ENSG00000122203	LOC306766
ENSRNOG00000004276	ENSG00000005884	Itga3
ENSRNOG00000014125	ENSG00000185862	Evi2b
ENSRNOG00000032827	ENSG00000226807	Mroh5
ENSRNOG00000070832	ENSG00000211951	
ENSRNOG00000070832	ENSG00000274576	
ENSRNOG00000070832	ENSG00000211974	
ENSRNOG00000070832	ENSG00000211937	
ENSRNOG00000070832	ENSG00000259303	
ENSRNOG00000022845	ENSG00000114107	Cep70
ENSRNOG00000018412	ENSG00000198089	Sfi1
ENSRNOG00000023403	ENSG00000130299	Gtpbp3
ENSRNOG00000038921	ENSG00000240021	Tex35
ENSRNOG00000014282	ENSG00000092067	Cebpe
ENSRNOG00000066377	ENSG00000163683	Smim14
ENSRNOG00000014522	ENSG00000103150	Mlycd
ENSRNOG00000042660	ENSG00000172940	Slc22a13l1
ENSRNOG00000064574	ENSG00000239810	LOC100909497
ENSRNOG00000064574	ENSG00000204501	LOC100909497
ENSRNOG00000064574	ENSG00000229571	LOC100909497
ENSRNOG00000064574	ENSG00000187545	LOC100909497
ENSRNOG00000064574	ENSG00000243073	LOC100909497
ENSRNOG00000064574	ENSG00000270601	LOC100909497
ENSRNOG00000064574	ENSG00000279804	LOC100909497
ENSRNOG00000064574	ENSG00000116721	LOC100909497
ENSRNOG00000064574	ENSG00000279169	LOC100909497
ENSRNOG00000064574	ENSG00000204505	LOC100909497
ENSRNOG00000064574	ENSG00000204480	LOC100909497
ENSRNOG00000064574	ENSG00000280267	LOC100909497
ENSRNOG00000064574	ENSG00000204481	LOC100909497
ENSRNOG00000064574	ENSG00000204510	LOC100909497
ENSRNOG00000064574	ENSG00000120952	LOC100909497
ENSRNOG00000064574	ENSG00000116726	LOC100909497
ENSRNOG00000064574	ENSG00000237700	LOC100909497
ENSRNOG00000064574	ENSG00000182330	LOC100909497
ENSRNOG00000064574	ENSG00000274764	LOC100909497
ENSRNOG00000064574	ENSG00000204479	LOC100909497
ENSRNOG00000064574	ENSG00000232423	LOC100909497
ENSRNOG00000064574	ENSG00000204478	LOC100909497
ENSRNOG00000005214	ENSG00000115956	Plek
ENSRNOG00000026813	ENSG00000085231	Ak6
ENSRNOG00000048725	ENSG00000204392	Lsm2
ENSRNOG00000027601	ENSG00000182508	Lhfpl1
ENSRNOG00000015645	ENSG00000134758	AABR07031480.1
ENSRNOG00000004781	ENSG00000072832	Crmp1
ENSRNOG00000015618	ENSG00000114251	Wnt5a
ENSRNOG00000003699	ENSG00000173818	Endov
ENSRNOG00000001034	ENSG00000142459	Evi5l
ENSRNOG00000059705	ENSG00000155849	Elmo1
ENSRNOG00000022764	ENSG00000126860	Evi2a
ENSRNOG00000065918	ENSG00000176896	Tceanc
ENSRNOG00000039398	ENSG00000204296	Tsbp1
ENSRNOG00000001160	ENSG00000170855	Triap1
ENSRNOG00000066739	ENSG00000252271	LOC120098436
ENSRNOG00000066739	ENSG00000212379	LOC120098436
ENSRNOG00000032297	ENSG00000052802	Msmo1
ENSRNOG00000014188	ENSG00000198498	Tma16
ENSRNOG00000009071	ENSG00000068400	Gripap1
ENSRNOG00000063081	ENSG00000115514	Txndc9
ENSRNOG00000013317	ENSG00000100802	RGD1565222
ENSRNOG00000065514	ENSG00000173960	Ubxn2a
ENSRNOG00000024762	ENSG00000165694	Frmd7
ENSRNOG00000069194	ENSG00000100453	Gzmc-ps2
ENSRNOG00000068446	ENSG00000252271	LOC120098433
ENSRNOG00000068446	ENSG00000212379	LOC120098433
ENSRNOG00000010708	ENSG00000136574	Gata4
ENSRNOG00000018371	ENSG00000176014	Tubb6
ENSRNOG00000028062	ENSG00000162704	Arpc5
ENSRNOG00000039871	ENSG00000114405	RGD1306063
ENSRNOG00000017235	ENSG00000159720	Atp6v0d1
ENSRNOG00000045621	ENSG00000257218	Gatc
ENSRNOG00000002541	ENSG00000121892	Pds5a
ENSRNOG00000029582	ENSG00000130224	Lrch2
ENSRNOG00000018477	ENSG00000164164	Otud4
ENSRNOG00000042276	ENSG00000256060	Trappc2
ENSRNOG00000042276	ENSG00000196459	Trappc2
ENSRNOG00000012562	ENSG00000116032	Grin3b
ENSRNOG00000011263	ENSG00000189129	Plac9
ENSRNOG00000019506	ENSG00000135924	Dnajb2
ENSRNOG00000019354	ENSG00000185920	Ptch1
ENSRNOG00000001050	ENSG00000086232	Eif2ak1
ENSRNOG00000031618	ENSG00000100453	AABR07018028.1
ENSRNOG00000035474	ENSG00000276365	Mir145
ENSRNOG00000065155	ENSG00000188585	Clec20a
ENSRNOG00000014048	ENSG00000083799	Cyld
ENSRNOG00000002217	ENSG00000145287	Plac8
ENSRNOG00000023210	ENSG00000160218	Trappc10
ENSRNOG00000026900	ENSG00000100023	Ppil2
ENSRNOG00000035602	ENSG00000284440	Mir3591
ENSRNOG00000018780	ENSG00000156463	Sh3rf2
ENSRNOG00000002469	ENSG00000146054	Trim7
ENSRNOG00000047966	ENSG00000204390	Hspa1l
ENSRNOG00000043465	ENSG00000198576	Arc
ENSRNOG00000005639	ENSG00000169083	Ar
ENSRNOG00000000044	ENSG00000127419	Tmem175
ENSRNOG00000012718	ENSG00000112200	Zfp451
ENSRNOG00000024221	ENSG00000053328	Mettl24
ENSRNOG00000018804	ENSG00000111913	Ripor2
ENSRNOG00000035521	ENSG00000207797	Mir187
ENSRNOG00000019742	ENSG00000168610	Stat3
ENSRNOG00000017965	ENSG00000141385	Afg3l2
ENSRNOG00000061857	ENSG00000085871	Mgst2
ENSRNOG00000052938	ENSG00000222923	LOC120097278
ENSRNOG00000025882	ENSG00000163293	Nipal1
ENSRNOG00000043167	ENSG00000144668	Itga9
ENSRNOG00000010260	ENSG00000150764	Dixdc1
ENSRNOG00000012046	ENSG00000100462	Prmt5
ENSRNOG00000034240	ENSG00000183337	Bcor
ENSRNOG00000003960	ENSG00000147003	Cltrn
ENSRNOG00000002923	ENSG00000187969	Zcchc13
ENSRNOG00000022229	ENSG00000198301	Sdad1
ENSRNOG00000050647	ENSG00000204388	Hspa1b
ENSRNOG00000050647	ENSG00000204389	Hspa1b
ENSRNOG00000001163	ENSG00000111786	Srsf9
ENSRNOG00000039969	ENSG00000134755	Dsc2
ENSRNOG00000004014	ENSG00000176108	Chmp6
ENSRNOG00000014524	ENSG00000213694	S1pr3
ENSRNOG00000026310	ENSG00000145416	Marchf1
ENSRNOG00000035651	ENSG00000284508	Mir3582
ENSRNOG00000031097	ENSG00000205078	Syce1l
ENSRNOG00000028358	ENSG00000116406	Edem3
ENSRNOG00000010906	ENSG00000271503	Ccl5
ENSRNOG00000043099	ENSG00000165732	Ddx21
ENSRNOG00000051204	ENSG00000142197	Dop1b
ENSRNOG00000004287	ENSG00000123154	Wdr83
ENSRNOG00000035603	ENSG00000284182	Mir143
ENSRNOG00000026133	ENSG00000167656	Ly6d
ENSRNOG00000003559	ENSG00000164221	Ccdc112
ENSRNOG00000005326	ENSG00000119865	Cnrip1
ENSRNOG00000035517	ENSG00000264534	Mir3557
ENSRNOG00000002540	ENSG00000168421	Rhoh
ENSRNOG00000050591	ENSG00000185674	Lyg2
ENSRNOG00000031638	ENSG00000187823	Rtl4
ENSRNOG00000043387	ENSG00000109472	Cpe
ENSRNOG00000025151	ENSG00000143195	Ildr2
ENSRNOG00000012379	ENSG00000065268	Wdr18
ENSRNOG00000003526	ENSG00000102362	Sytl4
ENSRNOG00000064581	ENSG00000185372	Or2v1
ENSRNOG00000064581	ENSG00000182613	Or2v1
ENSRNOG00000059530	ENSG00000206954	LOC120097305
ENSRNOG00000016414	ENSG00000092096	Slc22a17
ENSRNOG00000061102	ENSG00000187325	Taf9b
ENSRNOG00000026091	ENSG00000145248	Slc10a4
ENSRNOG00000017597	ENSG00000165140	Fbp1
ENSRNOG00000070051	ENSG00000233306	
ENSRNOG00000070051	ENSG00000211698	
ENSRNOG00000017954	ENSG00000141391	Prelid3a
ENSRNOG00000017342	ENSG00000153786	Zdhhc7
ENSRNOG00000052151	ENSG00000172831	Ces2c-ps2
ENSRNOG00000004219	ENSG00000095059	Dhps
ENSRNOG00000004574	ENSG00000046651	Ofd1
ENSRNOG00000012594	ENSG00000165416	Sugt1
ENSRNOG00000002262	ENSG00000145293	Enoph1
ENSRNOG00000018820	ENSG00000173261	Plac8l1
ENSRNOG00000060153	ENSG00000168939	Spry3
ENSRNOG00000016932	ENSG00000170085	Simc1
ENSRNOG00000001048	ENSG00000157999	Ankrd61
ENSRNOG00000058308	ENSG00000108684	Asic2
ENSRNOG00000059767	ENSG00000199695	LOC120097202
ENSRNOG00000011552	ENSG00000103111	Mon1b
ENSRNOG00000018943	ENSG00000114854	Tnnc1
ENSRNOG00000025639	ENSG00000148482	Slc39a12
ENSRNOG00000002691	ENSG00000157060	Shcbp1l
ENSRNOG00000023312	ENSG00000170500	Lonrf2
ENSRNOG00000025881	ENSG00000144642	Rbms3
ENSRNOG00000001232	ENSG00000173638	Slc19a1
ENSRNOG00000011478	ENSG00000129048	Ackr4
ENSRNOG00000028581	ENSG00000163006	Ccdc138
ENSRNOG00000016685	ENSG00000176136	Mc5r
ENSRNOG00000032858	ENSG00000224960	AABR07038657.1
ENSRNOG00000001192	ENSG00000139433	Gltp
ENSRNOG00000000503	ENSG00000112033	Ppard
ENSRNOG00000036663	ENSG00000141568	Foxk2
ENSRNOG00000026662	ENSG00000175895	Plekhf2
ENSRNOG00000067203	ENSG00000167080	B4galnt2
ENSRNOG00000030622	ENSG00000165675	Enox2
ENSRNOG00000011081	ENSG00000123561	Serpina7
ENSRNOG00000057953	ENSG00000170516	Cox7b2
ENSRNOG00000016177	ENSG00000168077	Scara3
ENSRNOG00000002271	ENSG00000109171	Slain2
ENSRNOG00000029441	ENSG00000109466	Klhl2
ENSRNOG00000049351	ENSG00000185818	Nat8l
ENSRNOG00000001353	ENSG00000221838	Ap4m1
ENSRNOG00000016675	ENSG00000080709	Kcnn2
ENSRNOG00000046377	ENSG00000165810	Btnl9
ENSRNOG00000013454	ENSG00000006451	Rala
ENSRNOG00000029744	ENSG00000172831	Ces2j
ENSRNOG00000004212	ENSG00000132004	Fbxw9
ENSRNOG00000019059	ENSG00000184517	Zfp1
ENSRNOG00000059322	ENSG00000139597	N4bp2l1
ENSRNOG00000001183	ENSG00000135100	Hnf1a
ENSRNOG00000001068	ENSG00000136238	Rac1
ENSRNOG00000058061	ENSG00000206726	LOC120097314
ENSRNOG00000016889	ENSG00000158169	Fancc
ENSRNOG00000065553	ENSG00000148377	LOC102550988
ENSRNOG00000021674	ENSG00000185885	Ifitm7
ENSRNOG00000021674	ENSG00000185201	Ifitm7
ENSRNOG00000021674	ENSG00000142089	Ifitm7
ENSRNOG00000065688	ENSG00000239810	
ENSRNOG00000065688	ENSG00000204501	
ENSRNOG00000065688	ENSG00000229571	
ENSRNOG00000065688	ENSG00000187545	
ENSRNOG00000065688	ENSG00000243073	
ENSRNOG00000065688	ENSG00000270601	
ENSRNOG00000065688	ENSG00000279804	
ENSRNOG00000065688	ENSG00000116721	
ENSRNOG00000065688	ENSG00000279169	
ENSRNOG00000065688	ENSG00000204505	
ENSRNOG00000065688	ENSG00000204480	
ENSRNOG00000065688	ENSG00000280267	
ENSRNOG00000065688	ENSG00000204481	
ENSRNOG00000065688	ENSG00000204510	
ENSRNOG00000065688	ENSG00000120952	
ENSRNOG00000065688	ENSG00000116726	
ENSRNOG00000065688	ENSG00000237700	
ENSRNOG00000065688	ENSG00000182330	
ENSRNOG00000065688	ENSG00000274764	
ENSRNOG00000065688	ENSG00000204479	
ENSRNOG00000065688	ENSG00000232423	
ENSRNOG00000065688	ENSG00000204478	
ENSRNOG00000000720	ENSG00000179021	C11h3orf38
ENSRNOG00000007964	ENSG00000164938	Tp53inp1
ENSRNOG00000014293	ENSG00000140807	Nkd1
ENSRNOG00000002735	ENSG00000135829	Dhx9
ENSRNOG00000016853	ENSG00000134760	Dsg1
ENSRNOG00000002270	ENSG00000152795	Hnrnpdl
ENSRNOG00000058452	ENSG00000252651	LOC120097197
ENSRNOG00000058452	ENSG00000251954	LOC120097197
ENSRNOG00000058452	ENSG00000251711	LOC120097197
ENSRNOG00000051287	ENSG00000224960	AABR07038714.1
ENSRNOG00000004018	ENSG00000162782	Tdrd5
ENSRNOG00000026150	ENSG00000182223	Zar1
ENSRNOG00000052634	ENSG00000179564	Lsmem2
ENSRNOG00000004332	ENSG00000146648	Egfr
ENSRNOG00000011544	ENSG00000165804	Zfp219
ENSRNOG00000020673	ENSG00000163346	Pbxip1
ENSRNOG00000066247	ENSG00000175600	Sugct
ENSRNOG00000003724	ENSG00000108826	Mrpl27
ENSRNOG00000020658	ENSG00000266967	Aarsd1
ENSRNOG00000036671	ENSG00000182459	Tex19.2
ENSRNOG00000001643	ENSG00000183527	Psmg1
ENSRNOG00000043130	ENSG00000239810	RGD1565660
ENSRNOG00000043130	ENSG00000204501	RGD1565660
ENSRNOG00000043130	ENSG00000229571	RGD1565660
ENSRNOG00000043130	ENSG00000187545	RGD1565660
ENSRNOG00000043130	ENSG00000243073	RGD1565660
ENSRNOG00000043130	ENSG00000270601	RGD1565660
ENSRNOG00000043130	ENSG00000279804	RGD1565660
ENSRNOG00000043130	ENSG00000116721	RGD1565660
ENSRNOG00000043130	ENSG00000279169	RGD1565660
ENSRNOG00000043130	ENSG00000204505	RGD1565660
ENSRNOG00000043130	ENSG00000204480	RGD1565660
ENSRNOG00000043130	ENSG00000280267	RGD1565660
ENSRNOG00000043130	ENSG00000204481	RGD1565660
ENSRNOG00000043130	ENSG00000204510	RGD1565660
ENSRNOG00000043130	ENSG00000120952	RGD1565660
ENSRNOG00000043130	ENSG00000116726	RGD1565660
ENSRNOG00000043130	ENSG00000237700	RGD1565660
ENSRNOG00000043130	ENSG00000182330	RGD1565660
ENSRNOG00000043130	ENSG00000274764	RGD1565660
ENSRNOG00000043130	ENSG00000204479	RGD1565660
ENSRNOG00000043130	ENSG00000232423	RGD1565660
ENSRNOG00000043130	ENSG00000204478	RGD1565660
ENSRNOG00000051223	ENSG00000148985	AABR07038703.1
ENSRNOG00000039544	ENSG00000102057	Kcnd1
ENSRNOG00000002320	ENSG00000169019	Commd8
ENSRNOG00000028541	ENSG00000204290	Btnl2
ENSRNOG00000001355	ENSG00000106290	Taf6
ENSRNOG00000014311	ENSG00000092068	Slc7a8
ENSRNOG00000002832	ENSG00000147100	Slc16a2
ENSRNOG00000068003	ENSG00000283434	Csnka2ip
ENSRNOG00000070397	ENSG00000244731	C4b
ENSRNOG00000070397	ENSG00000224389	C4b
ENSRNOG00000011992	ENSG00000036565	Slc18a1
ENSRNOG00000033528	ENSG00000038295	Tll1
ENSRNOG00000067140	ENSG00000148377	RGD1564999
ENSRNOG00000028548	ENSG00000274736	Ccl9
ENSRNOG00000028548	ENSG00000275718	Ccl9
ENSRNOG00000026577	ENSG00000196353	Cpne4
ENSRNOG00000000895	ENSG00000154710	Rabgef1
ENSRNOG00000024504	ENSG00000181626	AABR07017236.1
ENSRNOG00000066332	ENSG00000187037	Gpr141
ENSRNOG00000068510	ENSG00000185247	
ENSRNOG00000068510	ENSG00000182798	
ENSRNOG00000068510	ENSG00000147381	
ENSRNOG00000068510	ENSG00000165509	
ENSRNOG00000068510	ENSG00000268606	
ENSRNOG00000068510	ENSG00000183305	
ENSRNOG00000068510	ENSG00000213401	
ENSRNOG00000068510	ENSG00000155495	
ENSRNOG00000068510	ENSG00000046774	
ENSRNOG00000068510	ENSG00000156009	
ENSRNOG00000068510	ENSG00000197172	
ENSRNOG00000068510	ENSG00000221867	
ENSRNOG00000068510	ENSG00000123584	
ENSRNOG00000068510	ENSG00000267978	
ENSRNOG00000002396	ENSG00000166401	Serpinb8
ENSRNOG00000017637	ENSG00000130957	Fbp2
ENSRNOG00000018147	ENSG00000165066	Nkx6-3
ENSRNOG00000043249	ENSG00000284797	LOC120093089
ENSRNOG00000039587	ENSG00000101940	Wdr13
ENSRNOG00000012001	ENSG00000155975	Vps37a
ENSRNOG00000050286	ENSG00000183955	AABR07033047.1
ENSRNOG00000042287	ENSG00000168631	Mucl3
ENSRNOG00000016512	ENSG00000012171	Sema3b
ENSRNOG00000003674	ENSG00000087842	Pir
ENSRNOG00000018000	ENSG00000141084	Ranbp10
ENSRNOG00000001079	ENSG00000164535	Daglb
ENSRNOG00000008055	ENSG00000175305	Ccne2
ENSRNOG00000051756	ENSG00000196670	Zfp62
ENSRNOG00000018586	ENSG00000144567	Retreg2
ENSRNOG00000063375	ENSG00000239810	LOC120096510
ENSRNOG00000063375	ENSG00000204501	LOC120096510
ENSRNOG00000063375	ENSG00000229571	LOC120096510
ENSRNOG00000063375	ENSG00000187545	LOC120096510
ENSRNOG00000063375	ENSG00000243073	LOC120096510
ENSRNOG00000063375	ENSG00000270601	LOC120096510
ENSRNOG00000063375	ENSG00000279804	LOC120096510
ENSRNOG00000063375	ENSG00000116721	LOC120096510
ENSRNOG00000063375	ENSG00000279169	LOC120096510
ENSRNOG00000063375	ENSG00000204505	LOC120096510
ENSRNOG00000063375	ENSG00000204480	LOC120096510
ENSRNOG00000063375	ENSG00000280267	LOC120096510
ENSRNOG00000063375	ENSG00000204481	LOC120096510
ENSRNOG00000063375	ENSG00000204510	LOC120096510
ENSRNOG00000063375	ENSG00000120952	LOC120096510
ENSRNOG00000063375	ENSG00000116726	LOC120096510
ENSRNOG00000063375	ENSG00000237700	LOC120096510
ENSRNOG00000063375	ENSG00000182330	LOC120096510
ENSRNOG00000063375	ENSG00000274764	LOC120096510
ENSRNOG00000063375	ENSG00000204479	LOC120096510
ENSRNOG00000063375	ENSG00000232423	LOC120096510
ENSRNOG00000063375	ENSG00000204478	LOC120096510
ENSRNOG00000001185	ENSG00000157895	C12h12orf43
ENSRNOG00000001367	ENSG00000213420	Gpc2
ENSRNOG00000016460	ENSG00000120885	Clu
ENSRNOG00000039786	ENSG00000263639	Msmb
ENSRNOG00000050298	ENSG00000169733	Rfng
ENSRNOG00000066314	ENSG00000166546	Bean1
ENSRNOG00000013039	ENSG00000087274	Add1
ENSRNOG00000002460	ENSG00000197632	Serpinb2
ENSRNOG00000017505	ENSG00000148120	Aopep
ENSRNOG00000063829	ENSG00000176256	
ENSRNOG00000001272	ENSG00000160294	Mcm3ap
ENSRNOG00000039284	ENSG00000092036	Haus4
ENSRNOG00000003691	ENSG00000134970	Tmed7
ENSRNOG00000019639	ENSG00000130517	Pgpep1
ENSRNOG00000003970	ENSG00000105576	Tnpo2
ENSRNOG00000062007	ENSG00000207399	LOC120097308
ENSRNOG00000042384	ENSG00000243335	Kctd7
ENSRNOG00000039489	ENSG00000232070	Tmem253
ENSRNOG00000002360	ENSG00000163285	Gabrg1
ENSRNOG00000050347	ENSG00000267060	Ptges3l
ENSRNOG00000017765	ENSG00000173848	Net1
ENSRNOG00000012821	ENSG00000136110	Cnmd
ENSRNOG00000030418	ENSG00000147027	Tmem47
